suhu,kelembaban,kelembaban_tanah,intensitas_cahaya,label
23.7,62.55,69.91,99.13,0
29.33,31.31,22.23,52.1,1
29.73,56.08,72.56,21.53,0
17.8,66.17,17.87,53.98,1
31.01,52.73,34.17,13.89,1
27.15,55.85,46.49,38.07,0
27.34,49.85,28.53,67.17,1
24.43,53.43,50.28,71.45,0
16.43,79.78,30.53,30.06,1
29.97,42.65,26.05,84.5,1
28.39,86.76,75.91,16.26,0
27.7,57.84,24.95,79.36,1
21.5,70.31,51.2,25.23,0
29.08,48.63,40.98,97.54,1
21.53,32.73,70.31,14.05,0
24.07,75.82,56.54,42.34,0
29.5,36.53,66.62,51.58,0
18.82,47.35,73.62,28.01,0
17.68,42.81,20.55,81.29,1
34.64,55.3,17.85,52.27,1
31.22,58.73,45.71,10.43,0
18.79,57.14,35.1,39.39,1
30.72,60.64,21.58,60.6,1
32.27,59.46,63.1,49.93,0
16.39,48.7,29.03,45.77,1
23.68,88.59,37.38,64.48,1
25.68,62.98,46.61,62.18,0
18.3,72.66,49.79,46.66,0
20.79,86.67,65.64,37.0,0
26.98,56.67,51.3,89.13,0
22.31,60.75,76.1,76.71,0
27.02,74.21,54.92,90.55,0
25.39,67.87,73.8,50.75,0
21.27,88.22,74.86,82.98,0
32.06,61.61,40.57,56.81,0
24.64,74.86,70.67,20.26,0
26.16,46.03,74.86,62.04,0
32.66,80.57,52.31,86.0,0
17.68,81.98,74.69,63.0,0
21.23,60.52,64.07,78.08,0
18.53,70.14,16.38,76.51,1
33.98,62.1,70.25,98.25,0
29.8,32.83,19.2,58.02,1
16.07,49.37,71.73,36.78,0
28.85,77.64,46.83,44.31,0
24.94,66.09,52.15,28.94,0
25.82,88.39,78.93,85.69,0
19.67,69.03,70.64,83.68,0
32.72,35.62,33.5,45.37,1
19.84,59.09,44.97,86.85,0
14.97,84.6,33.74,57.12,1
23.21,32.55,21.95,99.63,1
25.47,79.56,75.2,46.4,0
27.89,62.45,23.72,98.13,1
33.85,60.5,21.69,67.12,1
26.91,77.2,75.22,61.54,0
30.32,84.55,70.59,66.41,0
30.04,46.51,55.35,50.5,0
29.53,79.51,64.84,58.34,0
33.23,31.76,78.2,82.8,1
31.32,79.05,65.13,78.91,0
25.4,34.15,47.53,59.08,1
20.01,53.88,64.68,50.56,0
27.78,37.14,77.32,27.06,0
17.09,37.76,32.35,24.69,1
32.25,83.63,54.24,75.43,0
16.66,33.17,59.92,71.71,0
21.98,76.83,69.73,67.49,0
27.65,38.75,64.03,58.93,0
29.59,88.66,70.84,61.69,0
21.36,38.79,33.54,33.77,1
17.04,79.64,18.54,27.03,1
24.17,39.39,40.61,72.04,1
26.81,76.4,30.44,90.09,1
34.27,64.53,15.24,51.58,1
21.63,77.99,77.36,12.59,0
15.73,56.97,24.96,19.83,1
32.22,69.63,47.03,27.13,0
30.08,74.28,66.81,100.36,0
24.03,30.86,32.02,32.3,1
20.51,77.34,73.17,26.37,0
19.53,65.7,64.33,22.86,0
20.78,79.51,66.57,52.38,0
27.8,50.77,21.1,93.38,1
29.85,31.77,77.95,22.09,0
16.85,32.68,21.91,62.17,1
17.08,78.11,50.24,46.45,0
23.75,58.91,42.44,89.06,0
34.94,83.99,47.76,34.17,0
27.68,88.38,78.83,19.49,0
24.01,33.05,41.51,76.77,1
18.73,66.3,62.2,21.55,0
24.85,45.95,76.86,13.43,0
20.05,40.92,61.68,10.87,0
33.28,38.61,15.66,90.8,1
15.58,61.04,30.9,35.86,1
15.6,60.59,51.78,80.33,0
15.72,87.42,70.6,44.24,0
24.92,86.3,63.47,62.62,0
27.16,53.78,50.67,76.42,0
32.08,62.41,46.62,33.54,0
34.07,60.5,59.81,32.87,0
16.81,35.82,72.22,38.41,0
25.5,75.24,77.35,38.16,0
15.15,51.31,35.88,31.97,1
27.51,44.95,52.48,72.92,0
16.48,38.48,72.32,74.48,0
25.24,85.51,57.89,55.85,0
32.38,38.21,49.33,54.71,1
19.36,85.22,56.14,27.83,0
15.62,48.13,25.42,18.36,1
26.27,71.67,75.83,66.07,0
28.28,83.21,21.99,12.78,1
15.43,34.64,51.72,57.26,0
18.94,88.94,23.12,75.78,1
28.1,45.8,49.85,43.41,0
31.11,83.7,74.84,77.66,0
18.91,38.46,43.91,98.41,1
27.68,50.1,15.15,55.16,1
24.76,38.93,30.18,59.92,1
33.76,75.86,63.61,21.85,0
25.04,81.04,60.63,44.52,0
17.54,89.51,77.52,65.87,0
32.46,46.34,55.61,52.74,0
22.24,32.19,78.36,19.6,0
17.72,43.92,71.09,83.29,0
22.86,39.07,21.93,18.06,1
22.6,51.57,52.14,25.27,0
31.36,75.68,21.62,73.95,1
24.0,30.33,58.75,31.02,0
32.06,78.68,62.1,58.03,0
23.42,82.46,15.87,85.87,1
32.87,48.35,58.04,34.73,0
22.53,49.1,63.35,57.11,0
29.3,81.9,40.23,98.48,0
23.48,79.27,55.26,92.56,0
18.8,85.33,46.11,20.6,0
23.94,69.26,41.86,80.69,0
30.46,85.95,59.45,65.11,0
27.79,80.59,55.86,83.55,0
19.33,55.78,29.95,57.77,1
28.16,80.2,49.23,10.53,0
24.55,86.34,21.99,12.95,1
18.18,84.11,58.75,89.11,0
17.36,41.8,37.39,30.8,1
15.36,77.76,50.41,71.0,0
24.8,31.18,56.97,70.6,0
33.82,40.23,68.68,45.43,0
25.55,81.12,32.06,69.83,1
24.15,71.27,31.23,86.85,1
18.24,49.63,62.72,84.99,0
34.01,43.2,38.93,98.52,1
18.25,81.28,60.76,72.32,0
32.52,60.44,29.43,11.23,1
31.15,48.55,29.84,23.13,1
31.36,62.75,40.4,36.61,0
32.08,44.28,51.13,18.19,0
25.29,45.66,79.51,54.61,0
21.82,44.42,36.95,76.58,1
24.07,59.83,67.46,21.66,0
22.51,39.6,70.48,67.28,0
22.91,39.7,66.41,49.08,0
23.78,38.18,38.6,49.7,1
22.73,78.58,64.04,53.48,0
18.85,58.89,34.89,30.87,1
31.49,59.75,36.14,51.14,1
30.81,53.35,49.34,98.11,1
16.07,54.87,31.0,10.9,1
16.58,80.56,28.33,40.36,1
17.99,66.56,29.27,57.52,1
28.46,31.71,32.29,92.34,1
28.73,76.34,65.56,33.71,0
30.9,58.28,52.9,76.73,0
19.97,30.48,27.71,69.06,1
32.57,59.57,37.24,32.45,1
31.33,61.52,24.9,26.24,1
18.77,33.18,26.71,95.27,1
32.07,68.68,46.52,64.89,0
18.49,82.89,39.23,35.54,1
18.22,36.57,42.29,61.6,1
18.65,54.39,77.95,60.94,0
28.62,46.49,68.82,15.83,0
30.61,85.24,67.68,17.62,0
28.39,86.82,33.61,28.26,1
22.19,43.21,22.3,83.23,1
33.56,30.58,29.27,60.21,1
32.44,67.15,54.55,98.9,0
17.59,71.63,79.83,54.01,0
22.82,50.81,17.73,97.68,1
23.76,53.76,36.33,25.93,1
26.29,46.11,63.69,62.82,0
21.28,30.51,63.15,98.98,0
15.55,72.99,21.38,96.66,1
32.82,76.13,76.15,89.46,0
15.38,43.22,72.93,41.03,0
22.46,32.29,68.1,91.14,0
32.91,43.97,36.67,39.48,1
24.79,62.96,51.69,72.26,0
18.17,80.5,40.65,24.54,0
30.26,62.59,57.18,20.61,0
32.49,33.86,65.82,77.74,1
33.73,37.06,30.59,54.55,1
18.57,84.53,40.02,63.98,1
21.73,88.74,21.09,21.9,1
19.42,53.87,76.54,86.96,0
33.56,45.5,21.61,91.46,1
30.57,31.62,51.89,24.63,0
20.6,41.82,60.69,15.47,0
20.02,72.93,24.41,62.39,1
23.8,85.51,44.84,22.81,0
32.41,38.95,21.37,58.89,1
34.1,77.28,53.44,76.23,0
23.34,67.78,68.59,27.93,0
25.72,51.1,38.48,65.74,1
34.2,46.78,72.66,40.05,0
31.53,62.78,77.86,39.15,0
15.44,60.14,40.67,21.0,0
30.69,82.16,62.57,16.9,0
22.3,75.73,49.57,42.0,0
35.04,57.21,51.06,26.57,0
33.7,77.65,31.06,34.91,1
27.05,68.94,40.54,84.6,0
31.48,50.26,69.11,96.99,1
28.18,30.71,29.77,16.61,1
18.98,66.74,23.83,36.69,1
14.76,32.79,77.27,93.76,0
22.56,85.88,64.01,84.68,0
19.44,61.27,75.73,10.7,0
16.98,79.28,58.2,86.86,0
22.99,30.34,75.83,65.19,0
18.79,36.36,37.38,90.67,1
24.32,84.1,48.55,53.25,0
18.71,44.84,33.93,65.7,1
22.05,50.75,48.25,49.84,0
18.56,47.71,26.69,89.67,1
16.84,60.07,29.24,40.97,1
20.48,64.49,79.7,24.62,0
32.03,37.88,51.38,13.97,0
20.16,69.17,78.49,10.67,0
24.41,86.44,26.42,44.69,1
30.72,64.82,29.13,58.37,1
28.16,74.24,33.86,50.96,1
23.08,52.87,50.62,50.38,0
23.02,58.09,59.47,45.36,0
16.22,69.56,72.46,17.38,0
16.54,56.68,75.11,24.86,0
28.74,68.72,69.36,45.04,0
15.43,83.89,29.82,32.03,1
22.83,68.88,58.67,11.62,0
34.02,41.39,27.06,47.2,1
27.22,75.98,44.65,68.41,0
31.08,32.61,45.91,28.67,1
28.77,82.35,47.56,53.84,0
21.09,31.64,58.79,36.8,0
28.0,63.56,64.95,78.37,0
23.08,41.29,19.44,16.67,1
15.56,41.51,67.74,62.49,0
25.99,62.39,25.85,21.07,1
30.87,44.04,21.2,76.19,1
20.47,54.4,34.16,12.88,1
34.25,35.72,65.22,95.71,1
20.17,76.39,54.36,47.79,0
31.5,56.01,15.63,32.99,1
33.56,74.75,33.35,80.97,1
31.41,34.88,61.61,20.18,0
34.46,46.29,29.78,20.51,1
33.7,36.6,57.44,33.14,0
28.36,35.2,14.65,94.65,1
17.83,67.86,17.8,89.2,1
32.62,87.32,19.71,24.39,1
27.85,76.67,69.3,85.34,0
18.01,60.6,52.63,40.27,0
16.12,62.49,42.89,63.67,0
17.96,57.97,39.99,11.52,0
24.05,68.31,67.67,99.26,0
19.51,78.02,39.82,68.91,1
24.49,30.51,26.77,76.02,1
27.74,52.86,41.97,11.63,0
19.88,41.27,74.32,61.04,0
22.33,75.54,14.68,92.91,1
28.72,32.52,37.65,72.89,1
24.26,52.41,76.53,70.94,0
32.76,60.55,24.54,41.72,1
20.99,72.47,41.26,99.82,0
24.36,76.16,78.14,46.76,0
24.33,84.23,72.44,91.56,0
22.25,39.86,41.27,65.74,1
33.51,65.49,26.91,90.78,1
28.6,39.31,74.18,64.54,0
29.91,81.86,40.68,56.75,0
23.23,48.51,31.37,57.66,1
30.95,36.0,27.59,58.0,1
22.6,32.24,73.49,36.49,0
18.23,67.26,63.72,16.41,0
32.03,73.57,51.97,29.59,0
18.14,68.17,50.48,22.25,0
22.31,39.99,65.91,95.05,0
27.71,33.41,26.86,40.24,1
27.58,77.92,55.87,33.56,0
34.07,77.1,74.75,98.14,0
33.02,35.06,57.74,31.74,0
25.79,64.73,78.72,24.04,0
31.98,30.02,30.78,94.27,1
16.36,41.16,57.93,38.41,0
27.57,33.98,79.46,41.63,0
34.66,38.89,36.25,65.68,1
24.37,42.39,18.12,36.62,1
23.9,62.94,15.46,34.3,1
17.96,43.72,79.09,92.89,0
31.03,66.69,66.47,67.16,0
16.83,71.55,77.23,24.86,0
34.29,31.72,67.75,60.49,0
29.34,78.68,35.98,85.33,1
19.97,69.96,74.47,13.73,0
20.31,79.35,15.6,37.55,1
29.9,66.56,65.77,58.84,0
22.19,76.15,65.28,76.5,0
22.51,86.86,55.88,72.06,0
21.32,66.68,37.18,97.08,1
18.63,43.89,62.34,21.69,0
32.27,60.12,47.51,15.03,0
26.64,59.16,77.59,63.89,0
17.33,80.71,68.03,66.33,0
31.96,38.49,40.18,18.57,1
18.35,53.86,26.92,20.69,1
28.78,89.24,24.05,38.2,1
20.91,72.23,34.29,75.77,1
30.7,84.9,73.45,17.52,0
26.74,74.06,52.98,47.54,0
23.57,44.76,61.18,61.5,0
22.67,74.45,34.53,21.39,1
22.66,53.62,36.39,83.07,1
14.76,32.77,62.28,89.35,0
25.99,37.73,70.43,63.04,0
27.62,38.78,24.06,64.71,1
22.03,58.2,53.52,30.71,0
16.46,72.85,43.29,21.97,0
21.0,48.94,67.55,98.58,0
34.27,46.52,33.06,39.71,1
29.08,66.1,37.96,41.8,1
23.15,54.02,71.35,63.74,0
21.21,54.75,16.13,97.07,1
23.12,56.78,34.68,87.25,1
18.46,77.86,18.79,54.86,1
23.82,70.36,56.19,17.96,0
23.38,33.46,23.21,32.95,1
20.17,72.18,78.27,76.07,0
34.37,58.49,18.12,75.18,1
25.93,64.88,40.77,96.51,0
21.42,83.22,50.76,27.7,0
23.75,62.5,15.19,72.05,1
24.31,57.95,62.66,58.85,0
17.97,66.53,43.3,31.87,0
24.94,76.96,23.2,61.27,1
33.87,49.73,64.56,83.51,1
26.61,41.64,25.41,52.83,1
32.03,69.18,17.79,31.94,1
16.32,66.8,29.53,81.65,1
27.71,66.45,48.97,89.87,0
16.57,80.98,59.8,21.35,0
28.42,66.84,28.45,96.63,1
34.63,42.93,25.34,80.02,1
24.77,58.27,29.39,94.06,1
23.27,85.22,62.52,12.1,0
22.57,31.88,55.06,24.84,0
31.04,68.82,66.19,36.95,0
32.3,58.31,64.18,56.0,0
31.58,55.69,25.7,86.01,1
22.59,80.58,67.53,45.89,0
26.18,46.06,53.39,68.2,0
30.61,71.11,63.75,85.06,0
27.1,72.18,42.58,63.4,0
27.22,77.96,28.21,83.75,1
19.05,65.65,73.14,19.56,0
25.5,68.84,58.37,91.65,0
15.57,72.48,27.24,50.18,1
19.3,65.29,49.85,92.82,0
18.22,54.21,45.25,55.39,0
33.33,37.28,44.42,68.34,1
21.29,52.98,18.44,72.85,1
22.44,48.73,63.36,61.27,0
28.66,61.22,59.33,66.3,0
19.48,30.12,54.98,92.99,0
15.82,82.4,41.94,44.98,0
29.65,71.49,41.86,34.82,0
30.5,51.26,47.01,18.49,0
15.96,61.46,36.58,81.0,1
21.8,55.28,38.3,39.02,1
30.04,65.67,45.4,36.68,0
33.58,90.21,16.47,80.03,1
24.17,87.81,41.3,14.52,0
25.09,54.22,26.38,81.79,1
15.32,66.69,71.23,77.47,0
28.1,79.74,45.99,53.62,0
31.52,50.09,24.71,33.7,1
21.23,32.73,28.1,77.83,1
34.4,64.13,46.91,67.36,0
31.5,75.34,18.05,68.98,1
27.6,78.94,17.98,31.26,1
21.33,46.63,69.24,11.18,0
29.84,70.01,46.08,57.55,0
21.58,60.83,42.31,33.56,0
25.58,73.81,69.74,39.11,0
20.25,64.7,25.28,68.44,1
21.88,62.84,61.55,78.54,0
19.08,80.64,43.91,73.14,0
27.87,71.28,39.41,98.32,1
24.87,47.53,24.35,44.46,1
26.51,31.63,42.05,23.72,1
24.39,59.88,52.83,98.34,0
16.04,79.13,64.8,48.68,0
24.44,70.35,51.1,82.46,0
30.85,55.73,35.79,28.27,1
27.5,32.24,43.97,28.91,1
16.42,64.99,38.69,99.21,1
19.23,46.18,48.72,47.18,0
22.65,39.49,53.88,71.42,0
27.69,49.68,20.8,89.35,1
25.47,52.85,57.93,78.77,0
25.23,84.46,39.84,78.39,0
17.53,58.97,24.27,59.71,1
29.24,69.72,69.77,69.74,0
16.25,59.73,45.28,65.77,0
18.76,51.5,44.26,82.37,0
28.3,82.97,21.78,39.57,1
33.22,51.62,57.08,57.25,0
29.23,46.52,18.38,42.9,1
20.77,58.66,18.07,92.93,1
21.07,33.08,40.93,99.58,1
26.05,34.43,17.38,67.05,1
32.78,43.78,78.29,82.15,1
35.02,64.79,34.0,92.7,1
33.71,78.68,19.03,29.61,1
28.1,82.32,37.74,95.45,1
28.85,70.03,29.89,55.35,1
26.46,35.47,51.84,92.69,0
18.07,35.28,70.78,76.31,0
26.37,77.62,16.44,51.96,1
20.16,40.65,23.1,77.29,1
24.67,74.39,74.85,65.33,0
33.0,34.76,58.63,46.8,0
16.96,77.46,34.05,34.7,1
30.87,42.7,46.74,50.7,1
17.98,54.57,57.72,99.37,0
34.31,68.21,77.89,77.74,0
16.95,83.69,42.5,50.63,0
34.47,29.87,80.14,77.62,1
18.17,80.71,23.41,70.74,1
32.71,42.45,43.31,48.34,1
17.01,81.63,54.83,39.24,0
15.1,39.66,30.84,87.11,1
32.24,38.29,67.57,82.85,1
19.77,63.94,65.96,41.94,0
26.53,39.86,27.19,71.48,1
16.21,42.8,71.26,81.6,0
22.13,34.28,62.21,29.17,0
20.53,62.69,45.77,26.22,0
19.7,44.24,31.01,42.69,1
20.61,80.05,24.63,18.37,1
26.3,48.52,18.95,88.48,1
25.11,56.43,21.16,27.05,1
29.17,61.74,77.32,17.28,0
20.02,58.4,42.11,66.4,0
23.94,32.52,58.47,66.73,0
16.42,68.86,57.52,9.95,0
31.42,33.84,75.77,25.81,0
16.23,87.98,43.47,39.69,0
21.12,80.14,25.46,76.59,1
15.8,48.42,32.13,76.37,1
32.49,41.99,62.65,23.15,0
19.19,88.52,23.64,69.43,1
28.52,66.59,17.82,16.52,1
16.9,44.14,26.63,26.0,1
29.44,44.88,68.91,47.06,0
20.47,78.01,54.62,48.47,0
20.21,74.66,62.38,62.67,0
27.55,82.14,30.44,69.54,1
19.32,54.17,65.8,39.99,0
21.54,80.48,32.68,79.14,1
24.98,67.46,41.95,36.76,0
32.26,72.33,25.78,88.93,1
29.59,70.22,36.88,60.77,1
32.27,64.3,73.15,77.57,0
22.74,85.08,24.76,19.44,1
33.4,86.83,63.86,59.02,0
25.5,60.3,42.79,70.23,0
21.17,58.48,56.82,65.01,0
16.53,82.02,58.81,54.71,0
24.21,31.63,16.47,82.24,1
31.53,30.23,21.26,58.48,1
25.74,38.88,63.05,61.54,0
18.61,76.24,66.23,50.03,0
34.67,67.88,40.68,72.92,0
17.27,38.72,75.01,87.35,0
26.06,60.48,58.42,99.3,0
21.01,57.52,55.72,50.36,0
21.18,65.85,17.41,95.56,1
23.11,73.37,51.48,34.22,0
20.78,46.47,45.66,70.12,0
25.97,35.79,18.19,61.16,1
32.05,59.66,28.68,16.16,1
20.93,68.81,53.18,69.59,0
18.61,85.06,25.21,60.47,1
25.99,31.73,77.36,89.31,0
30.2,45.23,72.85,93.67,1
21.87,34.08,19.33,53.45,1
17.28,84.85,40.04,16.77,1
24.99,42.01,24.14,73.0,1
18.18,84.39,58.79,9.98,0
16.64,37.59,49.67,86.79,1
30.46,66.45,77.83,52.81,0
27.52,44.33,66.37,16.78,0
34.47,36.98,52.39,36.14,0
16.07,44.34,74.74,29.76,0
22.44,54.21,31.72,40.99,1
21.22,34.81,24.46,42.66,1
26.27,72.21,33.04,57.32,1
34.25,66.36,78.98,12.6,0
23.89,86.35,74.99,29.09,0
18.59,68.55,20.48,23.91,1
19.76,82.8,46.12,69.47,0
32.23,30.23,67.88,55.37,0
28.51,56.84,67.83,88.83,0
26.59,69.97,78.88,82.35,0
18.66,59.75,21.97,41.66,1
18.59,63.73,33.48,58.1,1
26.66,65.98,16.84,34.67,1
17.75,52.23,65.34,73.76,0
30.91,41.32,78.01,95.02,1
33.61,30.9,75.28,36.02,0
34.24,65.97,45.53,31.15,0
20.83,67.12,74.27,74.48,0
17.68,75.51,64.52,18.9,0
20.34,83.04,23.43,13.39,1
15.51,43.53,36.91,98.82,1
24.02,65.27,22.73,23.35,1
20.11,84.58,30.89,74.9,1
33.96,85.17,66.02,63.09,0
26.45,74.33,69.41,64.11,0
17.63,66.01,50.14,11.29,0
19.25,75.19,39.08,90.02,1
19.51,69.47,19.21,62.42,1
20.75,59.08,40.7,65.04,0
30.85,59.44,73.89,38.76,0
29.38,83.59,25.9,37.34,1
21.05,72.82,37.27,94.62,1
20.97,87.46,75.21,44.24,0
18.01,56.78,30.84,78.84,1
20.96,41.3,29.08,17.32,1
15.81,31.62,69.02,64.56,0
23.49,35.58,34.01,24.03,1
25.57,75.82,73.74,42.43,0
24.12,89.29,14.86,29.63,1
32.06,65.5,47.01,36.84,0
23.5,70.0,18.29,61.87,1
24.43,66.3,14.98,67.75,1
17.71,80.49,39.49,74.48,1
34.52,48.94,61.99,61.93,0
30.33,74.08,78.68,22.27,0
33.11,62.3,20.24,39.78,1
30.34,37.21,34.63,78.54,1
28.33,88.0,42.49,47.84,0
32.59,54.67,23.33,80.36,1
25.51,54.04,19.39,74.54,1
24.7,62.8,75.21,12.0,0
17.8,41.48,46.25,58.84,1
25.75,46.65,48.11,46.92,0
21.18,31.13,17.29,77.25,1
25.95,84.18,24.41,31.74,1
27.8,60.11,40.17,65.35,1
16.98,69.62,28.49,71.31,1
18.98,61.8,18.0,19.16,1
18.64,56.06,34.41,48.67,1
30.96,59.73,79.98,38.42,0
31.8,70.84,35.17,77.56,1
20.95,55.76,26.04,82.79,1
22.77,38.35,15.2,47.23,1
21.6,36.22,68.14,14.8,0
24.37,65.78,30.32,38.52,1
32.35,82.36,19.9,62.2,1
18.77,77.6,34.46,54.61,1
29.82,30.34,74.57,97.4,1
31.98,47.63,57.63,50.9,0
23.7,70.58,76.49,98.89,0
17.94,33.58,51.77,73.18,0
29.77,31.05,28.1,67.02,1
23.82,29.91,19.7,22.79,1
32.6,73.09,48.42,55.77,0
25.81,42.35,63.45,48.35,0
18.55,88.78,50.31,46.37,0
32.43,68.78,31.56,92.09,1
34.26,85.4,32.84,74.49,1
29.82,35.77,52.05,28.86,0
17.45,49.94,40.64,52.98,0
16.21,82.81,29.32,56.69,1
19.67,33.99,33.71,34.31,1
28.35,80.03,27.13,66.9,1
20.91,60.76,27.83,66.02,1
20.4,36.19,70.08,50.11,0
32.88,77.61,57.85,46.14,0
28.92,56.64,21.95,56.36,1
16.56,64.51,68.75,44.85,0
18.56,33.77,72.02,74.45,0
18.71,51.33,49.69,62.8,0
22.57,44.37,30.87,68.94,1
28.02,35.2,74.03,73.08,1
20.06,55.83,50.9,63.93,0
30.45,50.71,25.17,84.38,1
28.19,44.86,19.35,43.76,1
22.72,47.96,21.61,31.89,1
26.05,64.0,45.94,89.46,0
32.27,81.1,77.21,81.02,0
32.81,60.23,24.54,21.24,1
30.18,34.02,43.98,17.24,1
19.33,70.36,46.93,90.31,0
29.17,57.11,45.93,78.6,0
28.77,64.89,46.13,43.76,0
23.98,48.11,54.17,75.39,0
15.65,66.68,38.47,24.71,1
29.1,51.55,66.06,66.25,0
29.73,44.83,55.52,10.94,0
15.62,37.25,46.86,67.89,1
16.84,33.69,60.61,91.76,0
26.62,73.16,58.88,86.44,0
18.92,49.51,48.09,73.84,0
26.15,58.72,20.94,32.61,1
27.33,81.56,58.71,32.1,0
24.54,38.34,57.54,48.13,0
20.28,82.97,73.11,99.28,0
28.68,73.63,57.56,12.12,0
30.64,48.89,52.94,60.73,0
23.21,68.8,62.16,89.52,0
32.23,84.28,39.3,74.56,1
16.23,31.83,18.35,83.48,1
14.62,86.46,70.97,57.58,0
29.08,46.4,36.96,89.39,1
19.52,85.0,61.18,66.9,0
25.32,68.2,48.41,82.99,0
21.93,89.25,64.22,37.24,0
15.4,51.35,61.19,16.48,0
26.33,42.66,66.11,32.11,0
27.86,47.66,23.71,60.12,1
19.18,90.15,62.58,42.02,0
24.95,81.63,48.12,53.39,0
19.5,85.47,42.7,57.49,0
32.25,76.6,25.42,93.12,1
24.99,71.61,15.31,72.83,1
31.52,40.35,51.24,67.17,0
20.43,64.85,67.67,60.88,0
17.84,49.41,53.9,54.7,0
34.61,62.37,35.4,93.46,1
17.27,86.91,40.64,53.1,0
33.74,81.81,70.96,41.2,0
34.4,61.08,17.78,88.26,1
20.46,72.63,26.61,95.27,1
15.69,43.6,16.31,22.37,1
27.21,33.6,48.04,85.67,1
22.69,68.94,37.31,99.3,1
16.89,64.1,40.13,89.3,1
17.93,45.34,26.43,44.71,1
22.76,58.37,66.35,67.54,0
29.25,78.87,64.44,37.36,0
30.94,60.05,18.09,44.04,1
33.68,43.06,36.52,15.94,1
31.7,51.0,71.51,27.67,0
29.88,43.65,75.75,41.7,0
24.7,55.7,40.82,37.29,0
24.56,61.22,15.57,55.86,1
30.18,66.35,29.67,84.55,1
27.2,50.52,49.63,41.6,0
34.85,32.15,25.87,34.18,1
20.67,85.26,64.23,78.68,0
24.94,38.93,78.35,38.8,0
14.93,64.23,16.47,47.49,1
17.18,71.52,15.38,99.13,1
21.63,83.27,24.22,51.49,1
19.16,59.79,71.03,77.86,0
18.21,69.31,52.13,34.69,0
19.97,63.25,69.24,43.78,0
22.12,43.2,27.96,74.1,1
30.26,88.69,66.71,83.72,0
28.57,85.11,37.32,41.7,1
30.21,37.84,27.06,85.95,1
34.93,38.89,20.87,38.83,1
30.2,75.19,31.48,18.75,1
34.64,68.86,40.57,10.85,0
31.76,44.27,65.93,31.38,0
33.94,48.74,16.75,40.01,1
33.59,72.68,42.67,30.2,0
31.09,79.48,49.36,60.48,0
28.47,68.91,18.58,43.6,1
17.65,40.51,62.22,19.58,0
24.12,65.91,18.94,74.41,1
32.65,61.66,60.84,68.64,0
17.17,32.27,57.08,24.25,0
21.59,54.45,59.04,20.73,0
33.86,78.15,74.06,29.41,0
16.79,32.87,47.82,30.32,1
26.3,34.81,35.56,29.13,1
17.88,60.68,44.42,10.21,0
29.4,51.9,28.26,32.39,1
30.52,52.75,67.84,32.21,0
21.2,50.73,18.49,63.24,1
30.29,46.24,54.49,74.87,1
21.24,34.17,60.81,22.73,0
19.42,63.22,23.19,25.27,1
22.1,36.07,35.23,23.26,1
19.95,32.27,50.93,27.75,0
29.21,68.3,29.61,85.28,1
33.28,58.98,31.05,44.04,1
24.35,58.69,18.22,12.36,1
34.1,84.66,44.98,49.33,0
28.38,80.31,35.42,25.84,1
30.43,74.97,55.31,81.97,0
17.94,53.68,37.0,83.78,1
23.92,70.98,22.2,77.9,1
27.02,54.47,23.68,45.87,1
15.55,52.16,28.46,18.65,1
35.28,40.21,23.88,71.75,1
16.37,47.53,40.13,44.11,0
28.78,33.97,44.88,80.0,1
21.15,43.31,54.49,98.89,0
15.61,45.11,35.76,58.91,1
18.86,63.11,65.65,30.92,0
28.08,54.17,29.44,86.32,1
30.73,72.4,76.18,20.06,0
19.7,34.05,74.09,14.07,0
24.05,37.22,25.23,53.13,1
27.0,89.17,40.98,14.92,0
30.78,73.42,57.77,85.06,0
15.76,39.45,71.79,19.87,0
34.79,50.96,63.4,60.23,0
24.11,59.76,55.98,71.37,0
35.34,41.87,20.97,63.99,1
30.01,74.92,22.13,63.71,1
16.98,80.5,29.12,86.32,1
25.32,87.19,60.35,20.17,0
24.76,41.61,59.6,25.38,0
17.44,80.02,19.53,65.6,1
20.87,65.98,18.45,52.88,1
21.98,43.23,60.26,91.43,0
30.4,37.52,45.97,35.47,1
30.11,83.62,22.12,82.61,1
33.06,33.76,63.03,98.25,1
18.8,86.01,67.77,99.43,0
23.23,64.51,32.03,33.06,1
16.38,53.65,65.41,64.18,0
28.32,50.46,77.07,14.53,0
26.12,58.37,56.04,92.69,0
28.88,58.1,56.77,90.2,0
25.13,34.43,28.36,96.65,1
17.23,59.15,29.52,36.59,1
28.04,74.48,76.77,18.19,0
30.92,54.52,74.71,26.23,0
25.68,69.4,35.52,33.93,1
28.7,70.34,24.73,35.26,1
23.95,51.08,73.3,18.66,0
22.93,46.43,54.52,61.88,0
29.46,83.47,45.72,39.28,0
28.57,66.99,48.46,84.5,0
15.22,42.06,40.41,65.02,1
34.22,44.95,39.77,44.02,1
18.43,50.41,29.63,44.86,1
30.94,41.8,58.8,85.0,1
27.3,39.17,14.91,47.91,1
30.86,70.18,49.89,31.15,0
29.29,52.81,73.97,33.21,0
18.63,44.58,51.36,44.06,0
20.23,50.88,69.49,62.12,0
34.1,78.84,79.61,65.16,0
19.9,55.44,73.6,88.22,0
32.54,54.31,17.42,51.47,1
30.92,50.85,24.35,56.02,1
27.14,54.21,39.64,96.42,1
15.47,72.42,45.11,86.73,0
15.61,81.24,55.09,91.76,0
